author,comment,ratings,title,url,cleaned_text,length,has_emoji,label
Lê Uyên Nhã,"TOP 1 PHIM NÊN XEM NẾU ĐANG MẤT NGỦ. 

Đi xem vì tên đạo diễn, nghe nói truyện thì hay, nhưng mà phim siêu nhạt. Không có giá trị nhân văn hay giải trí đầu óc luôn. Đợi mãi tới lúc kịch tính, nhưng đợi tới cuối phim vẫn chưa có đoạn nào. Phim kinh dị nhưng không sợ, không ám ảnh. Nguyên 1 dàn diễn viên không ai diễn tốt hết, thoại đơ, diễn buồn cười giả trân 😭 Rạp coi đến tầm nửa phim là có vài người đứng dậy về giữa chừng luôn á, tại buồn ngủ dữ quá 😭", 2/10,Khế Ước Bán Dâu,https://www.momo.vn/cinema/khe-uoc-ban-dau-24522/review,top 1 phim nên xem nếu mất ngủ đi xem vì tên đạo diễn nghe nói truyện hay nhưng phim siêu nhạt không có giá trị nhân văn hay giải trí đầu óc luôn đợi mãi tới lúc kịch tính nhưng đợi tới cuối phim vẫn chưa có đoạn phim kinh dị nhưng không sợ không ám ảnh nguyên 1 dàn diễn viên không ai diễn tốt hết thoại đơ diễn buồn cười giả trân 😭 rạp coi đến tầm nửa phim có vài người đứng dậy về giữa chừng luôn á buồn ngủ dữ quá 😭,103,1,negative
Ngô Gia Hân,"Ê thiệt sự , tốn 2 tiếng vô nghĩa!", 1/10,Khế Ước Bán Dâu,https://www.momo.vn/cinema/khe-uoc-ban-dau-24522/review,ê thiệt sự tốn 2 tiếng vô nghĩa,9,0,negative
Hồ Bửu Thanh Thiên,Mất niềm tin phim và momo flim vậy đc lên top 1 hiện thị trên momo chứng tỏ momo ko trung thực, 1/10,Khế Ước Bán Dâu,https://www.momo.vn/cinema/khe-uoc-ban-dau-24522/review,mất niềm tin phim momo flim được lên top 1 hiện thị trên momo chứng tỏ momo không trung thực,22,0,negative
Nguyễn Thúy Vy,"Không biết xem cái gì nữa, huhu s quay được phim v ạ chời, phí tiền ghẻ á. Phim lạ lắm luôn , ở nhà đọc truyện đi mn ơi", 1/10,Khế Ước Bán Dâu,https://www.momo.vn/cinema/khe-uoc-ban-dau-24522/review,không biết xem cái gì nữa huhu s quay được phim ạ chời phí tiền ghẻ á phim lạ lắm luôn ở nhà đọc truyện đi mọi người,31,0,negative
Nguyễn Duy Ben,"Phim này đánh giá chân thực thì mình đánh giá 4 sao, nội dung lan man khó hiểu , dài dòng, nhất là khúc cuối và cái kết coi mà buồn ngủ, thất vọng", 4/10,Khế Ước Bán Dâu,https://www.momo.vn/cinema/khe-uoc-ban-dau-24522/review,phim đánh giá chân thực mình đánh giá 4 sao nội dung lan man khó hiểu dài dòng nhất khúc cuối cái kết coi buồn ngủ thất vọng,34,0,negative
Đào Thị Kim Diệu,"Phim dở nhất mình từng coi, k có logic, xúc phạm người xem 😡😡😡 rút cục phim muốn truyền tải gì? Nền điện ảnh vn mà nhiều phim như này chắc đi thụt lùi thêm 50 năm so với nhân loại!", 1/10,Khế Ước Bán Dâu,https://www.momo.vn/cinema/khe-uoc-ban-dau-24522/review,phim dở nhất mình coi không có logic xúc phạm người xem 😡 rút cục phim muốn truyền tải gì nền điện ảnh vn nhiều phim như chắc đi thụt lùi thêm 50 năm so nhân loại,41,1,negative
Phạm Đình Long,Dù thích Lâm thanh mỹ và Lãnh thanh lắm nhưng mà xem xong kiểu truyện cuốn bao nhiêu thì phim lên màn ảnh cái nó nhạt ko có gì lun í hơi thất vọng xí trừ visual của 2 dv trên thì còn lại ko có gì để nói nữa hết 😞, 2/10,Khế Ước Bán Dâu,https://www.momo.vn/cinema/khe-uoc-ban-dau-24522/review,dù thích lâm thanh mỹ lãnh thanh lắm nhưng xem xong kiểu truyện cuốn bao nhiêu phim lên màn ảnh cái nó nhạt không có gì luôn í hơi thất vọng xí trừ visual của 2 diễn viên trên còn lại không có gì nói nữa hết 😞,51,1,negative
Trịnh Như Ý,Cảnh quay tối từ đầu đến cuối bố cục nhà cửa như phim tấm cám khúc đầu vào tục lắm tưởng phim người lớn k :))), 1/10,Khế Ước Bán Dâu,https://www.momo.vn/cinema/khe-uoc-ban-dau-24522/review,cảnh quay tối từ đầu đến cuối bố cục nhà cửa như phim tấm cám khúc đầu tục lắm tưởng phim người lớn không,25,0,negative
Vu Tuan Phong,Phim xem giải trí okay. Các pha hành động máu me. Cốt truyện chưa có chiều sâu. Nhân vật chính có thể phát triển tốt hơn. Hậu chuyện chưa đủ lôi cuốn., 7/10,Mật Vụ Ong,https://www.momo.vn/cinema/the-beekeeper-23731/review,phim xem giải trí okay các pha hành động máu me cốt truyện chưa có chiều sâu nhân vật chính có thể phát triển tốt hơn hậu chuyện chưa đủ lôi cuốn,32,0,mixed/neutral
Mai Phúc Anh Quân,"Phim mang tính giải trí cao, đánh đấm tròn vai. Thích cái ý tưởng người nuôi ong, ngoài ra mọi thứ bình thường thôi không có gì đặc biệt lắm đâu. Nói chung là coi giải trí được!", 7/10,Mật Vụ Ong,https://www.momo.vn/cinema/the-beekeeper-23731/review,phim mang tính giải trí cao đánh đấm tròn vai thích cái ý tưởng người nuôi ong ngoài mọi thứ bình thường thôi không có gì đặc biệt lắm đâu nói chung coi giải trí được,38,0,mixed/neutral
Trần Huyền Phương,"phim đánh đấm ok, mãn nhãn, kế hoạch ám sát và thủ đoạn của nam chính cũng khá cuốn. bạn nào thích bạo lực máu me thì ok xem. 

ngoài ra mình thấy cốt truyện chưa thực sự sâu sắc, đa số là cố gắng buff nam chính để dàn nv phụ sợ hãi này kia, mình nghĩ nên pha thêm yếu tố cảm động giữa nam chính và bà già đầu câu chuyện cũng như nói về quá khứ nhân vật chính nhiều hơn, kiểu xây dựng tâm lí nam chính ch thực sự có chiều sâu, dc cái thoại ko sượng, có vài câu khá hay.

cá nhân mình thấy boss trong phim yếu. xây dựng boss ngầu hơn 1 tí chứ thấy boss k ai ngầu :)) toàn ngông ngông ko :))", 7/10,Mật Vụ Ong,https://www.momo.vn/cinema/the-beekeeper-23731/review,phim đánh đấm ok mãn nhãn kế hoạch ám sát thủ đoạn của nam chính cũng khá cuốn bạn thích bạo lực máu me ok xem ngoài mình thấy cốt truyện chưa thực sự sâu sắc đa số cố gắng buff nam chính dàn nhân vật phụ sợ hãi kia mình nghĩ nên pha thêm yếu tố cảm động giữa nam chính bà già đầu câu chuyện cũng như nói về quá khứ nhân vật chính nhiều hơn kiểu xây dựng tâm lí nam chính ch thực sự có chiều sâu được cái thoại không sượng có vài câu khá hay cá nhân mình thấy boss phim yếu xây dựng boss ngầu hơn 1 tí thấy boss không ai ngầu toàn ngông ngông không,133,0,mixed/neutral
Nguyễn Văn Huy,Phim quá chán., 2/10,Mật Vụ Ong,https://www.momo.vn/cinema/the-beekeeper-23731/review,phim quá chán,3,0,negative
Khương Thùy Linh,Tạm, 5/10,Mật Vụ Ong,https://www.momo.vn/cinema/the-beekeeper-23731/review,tạm,1,0,mixed/neutral
Nguyễn Nhật Anh,"phim cũng hay đấy nhưng hay về mảng đánh đấm hành động, còn về n.dung thì :)))




nhu l", 7/10,Mật Vụ Ong,https://www.momo.vn/cinema/the-beekeeper-23731/review,phim cũng hay nhưng hay về mảng đánh đấm hành động còn về n dung nhu l,18,0,mixed/neutral
Trần Bảo Khanh,Thể bộ phim dở nhất từ trước đến giờ tui xem, 1/10,Mật Vụ Ong,https://www.momo.vn/cinema/the-beekeeper-23731/review,thể bộ phim dở nhất từ trước đến giờ tui xem,11,0,negative
Trần Thị Như Lê,Ko hiểu sao rate 9.6 đc nữa. Chie cỡ phim YouTube xem bt thôi, 3/10,Mật Vụ Ong,https://www.momo.vn/cinema/the-beekeeper-23731/review,không hiểu sao rate 9 6 được nữa chie cỡ phim youtube xem bt thôi,14,0,negative
Nguyen Thi Huyen,"Phim bình thường , xem giải trí thôi", 5/10,Mật Vụ Ong,https://www.momo.vn/cinema/the-beekeeper-23731/review,phim bình thường xem giải trí thôi,8,0,mixed/neutral
Nguyen Phuong Nhung,Oke nha, 5/10,Mật Vụ Ong,https://www.momo.vn/cinema/the-beekeeper-23731/review,ok nha,2,0,mixed/neutral
Huỳnh Đức Long,"Phim chỉ có cảnh hành động xoay quanh nhân vật chính, push nhân vật chính lên giống siêu anh hùng quá. Phim thì cũng bth không có gì đặc sắc lắm.", 5/10,Mật Vụ Ong,https://www.momo.vn/cinema/the-beekeeper-23731/review,phim chỉ có cảnh hành động xoay quanh nhân vật chính push nhân vật chính lên giống siêu anh hùng quá phim cũng bình thường không có gì đặc sắc lắm,31,0,mixed/neutral
Nguyen Trung Phong,"nhân vật chính OP, coi như kiểu motip quen thuộc", 5/10,Mật Vụ Ong,https://www.momo.vn/cinema/the-beekeeper-23731/review,nhân vật chính op coi như kiểu motip quen thuộc,10,0,mixed/neutral
Nguyễn Anh Tuấn,Giải trí thì OK 🫠, 7/10,Mật Vụ Ong,https://www.momo.vn/cinema/the-beekeeper-23731/review,giải trí ok 🫠,4,1,mixed/neutral
093****580,nói chung phim xem cũng đc có vài tình tiết đáh nhau ngoài ra cũng rất là bth, 7/10,Mật Vụ Ong,https://www.momo.vn/cinema/the-beekeeper-23731/review,nói chung phim xem cũng được có vài tình tiết đáh nhau ngoài cũng rất bình thường,18,0,mixed/neutral
Nguyễn Thiên Ý,"Cũng oke, cảnh hành động khá cuốn với mé mau, nhma phim đáng xem", 7/10,Mật Vụ Ong,https://www.momo.vn/cinema/the-beekeeper-23731/review,cũng ok cảnh hành động khá cuốn mé mau nhma phim đáng xem,14,0,mixed/neutral
Nguyễn Thị Thùy Trang,Phim dỡ, 3/10,28 Năm Sau: Hậu Tận Thế,https://www.momo.vn/cinema/28-years-later-24340/review,phim dở,2,0,negative
Phạm Thanh Vân,"Phim dở thua cả phim ma Việt , nói nhiều, dài dòng lê thê xem buồn ngủ 
Nỗi thất vọng của dòng phim thể loại zombie 💔
Bth coi nhiều phim không khi nào tui viết đánh giá nhưng phim này phải cho 1 sao kèm đánh giá vì quá tệ 💨", 1/10,28 Năm Sau: Hậu Tận Thế,https://www.momo.vn/cinema/28-years-later-24340/review,phim dở thua cả phim ma việt nói nhiều dài dòng lê thê xem buồn ngủ nỗi thất vọng của dòng phim thể loại zombie 💔 bình thường coi nhiều phim không tui viết đánh giá nhưng phim phải cho 1 sao kèm đánh giá vì quá tệ 💨,51,1,negative
Bùi Hoàng Sơn,"Phim chán ko muốn nói , zỡ điên", 1/10,28 Năm Sau: Hậu Tận Thế,https://www.momo.vn/cinema/28-years-later-24340/review,phim chán không muốn nói zỡ điên,8,0,negative
Huỳnh Thị Thúy Ngân,"Phim không hay một xí nào.Nội dung mơ hồ.Coi tới gần hết h mới hỉu sơ sơ.Ai mê xem phim thì khuyên thật ko mên xem.Phim cũng chỉ xoay quanh về zombie, mẹ của cậu bé bị bệnh mà mn trên đảo thì k bt bệnh gì nghe trên đảo có bác sĩ cậu bé đã 1 mik dắt mẹ đi lên đất liền để kiếm bác sĩ dù cho đó là hòn đảo của zombie.Khúc sau thì bt là bị ung thư ko cứu được nên mẹ đã chọn cách ra đi thanh thản ko đau đớn.Xong hết phim", 1/10,28 Năm Sau: Hậu Tận Thế,https://www.momo.vn/cinema/28-years-later-24340/review,phim không hay một xí nội dung mơ hồ coi tới gần hết h mới hỉu sơ sơ ai mê xem phim khuyên thật không mên xem phim cũng chỉ xoay quanh về zombie mẹ của cậu bé bị bệnh mọi người trên đảo không bt bệnh gì nghe trên đảo có bác sĩ cậu bé 1 mik dắt mẹ đi lên đất liền kiếm bác sĩ dù cho hòn đảo của zombie khúc sau bt bị ung thư không cứu được nên mẹ chọn cách đi thanh thản không đau đớn xong hết phim,101,0,negative
Trương Nguyễn Thúy Vy,cái kết lãng nhách 🤯, 1/10,28 Năm Sau: Hậu Tận Thế,https://www.momo.vn/cinema/28-years-later-24340/review,cái kết lãng nhách 🤯,5,1,negative
Lê Quỳnh Phương Vy,"phim ổn thôi à, mấy khúc giật gân thì sợ thiệt nha, nói chung là đáng để xem, không có ý nghĩa gì sâu sắc hay bài học đâu. kĩ xảo ấn tượng, nhạc phim hay", 7/10,28 Năm Sau: Hậu Tận Thế,https://www.momo.vn/cinema/28-years-later-24340/review,phim ổn thôi mấy khúc giật gân sợ thiệt nha nói chung đáng xem không có ý nghĩa gì sâu sắc hay bài học đâu kĩ xảo ấn tượng nhạc phim hay,36,0,mixed/neutral
Nguyễn Thị Thu Hà,Xem cũng ok tạm tạm thui chứ không hay kiểu xuất sắc. Khúc zombi mới lạ hồi hộp gê gê thui chứ mạch phim không dc lưu lại kia ức luôn. Nó sao sao. Kết phim cũng mở kiểu có phần tiếp theo hay j. Phim này coi HBO thì dc chứ bỏ tiền mua vé hơi phí. Hic, 7/10,28 Năm Sau: Hậu Tận Thế,https://www.momo.vn/cinema/28-years-later-24340/review,xem cũng ok tạm tạm thui không hay kiểu xuất sắc khúc zombi mới lạ hồi hộp gê gê thui mạch phim không được lưu lại kia ức luôn nó sao sao kết phim cũng mở kiểu có phần tiếp theo hay j phim coi hbo được bỏ tiền mua vé hơi phí hic,59,0,mixed/neutral
Đặng Thị An,Này cảnh tựơng tựơng 28 năm sau iu trời trơi phong phú thật, 6/10,28 Năm Sau: Hậu Tận Thế,https://www.momo.vn/cinema/28-years-later-24340/review,cảnh tựơng tựơng 28 năm sau iu trời trơi phong phú thật,13,0,positive
Đỗ Quốc Huy,"Đoạn cuối như anh em siêu nhân vậy, khó hiểu thật sự :))))", 1/10,28 Năm Sau: Hậu Tận Thế,https://www.momo.vn/cinema/28-years-later-24340/review,đoạn cuối như anh em siêu nhân khó hiểu thật sự,12,0,negative
Nguyễn Hải Đăng,"Phim zombie nhưng làm chưa tới, lai 1 chút giữa attack on titans và the last of us, nhưng nội dung chính là cuộc phiêu lưu của chấn bé đù. Nội dung ko thể xàm hơn, nch tiếc tiền mua vé @@", 4/10,28 Năm Sau: Hậu Tận Thế,https://www.momo.vn/cinema/28-years-later-24340/review,phim zombie nhưng làm chưa tới lai 1 chút giữa attack on titans the last of us nhưng nội dung chính cuộc phiêu lưu của chấn bé đù nội dung không thể xàm hơn nch tiếc tiền mua vé @@,41,0,negative
Nguyễn Thị Thu Tâm,"ko nên đi coi, thiếu chiều sâu, ko giải quyết đc gì.", 1/10,28 Năm Sau: Hậu Tận Thế,https://www.momo.vn/cinema/28-years-later-24340/review,không nên đi coi thiếu chiều sâu không giải quyết được gì,12,0,negative
Vũ Trường Sơn,"2 phần phim trước thì hay , tới phần này thấy trailer thì ghê lắm tưởng sẽ wow như 2 phần trước , nhưng không , phim rời rạc, phi logic, , cái kết rất ???????? và tổng kết lại phim rất là ??????????????", 1/10,28 Năm Sau: Hậu Tận Thế,https://www.momo.vn/cinema/28-years-later-24340/review,2 phần phim trước hay tới phần thấy trailer ghê lắm tưởng sẽ wow như 2 phần trước nhưng không phim rời rạc phi logic cái kết rất tổng kết lại phim rất,44,0,negative
Nguyễn Đình Hoàng Sơn,Chán quá trời ƠIIIII, 1/10,28 Năm Sau: Hậu Tận Thế,https://www.momo.vn/cinema/28-years-later-24340/review,chán quá trời,4,0,negative
Bùi Thế Vinh,"Một từ “PHÍ”, phí thời gian, phí tiền, lần đầu được trải nghiệm bộ phim tệ còn hơn chữ tệ, kịch bản tệ hại dài lê thê nhàm chán, phim zombie nhưng  le ngoe vài con, phim của bọn tây lông đúng là thể loại 💩", 1/10,28 Năm Sau: Hậu Tận Thế,https://www.momo.vn/cinema/28-years-later-24340/review,một từ “phí” phí thời gian phí tiền lần đầu được trải nghiệm bộ phim tệ còn hơn chữ tệ kịch bản tệ hại dài lê thê nhàm chán phim zombie nhưng le ngoe vài con phim của bọn tây lông đúng thể loại 💩,47,1,negative
